date,Daily_Return,Cumulative_Value
2019-07-26,0.0,10000.0
2019-07-29,0.0,10000.0
2019-07-30,0.0,10000.0
2019-07-31,0.0,10000.0
2019-08-01,0.0,10000.0
2019-08-02,0.0,10000.0
2019-08-05,0.0,10000.0
2019-08-06,0.0,10000.0
2019-08-07,0.0,10000.0
2019-08-08,0.0,10000.0
2019-08-09,0.0,10000.0
2019-08-12,0.0,10000.0
2019-08-13,0.0,10000.0
2019-08-14,0.0,10000.0
2019-08-15,0.0,10000.0
2019-08-16,0.0,10000.0
2019-08-19,0.0,10000.0
2019-08-20,0.0,10000.0
2019-08-21,0.0,10000.0
2019-08-22,0.0,10000.0
2019-08-23,0.0,10000.0
2019-08-26,0.0,10000.0
2019-08-27,0.0,10000.0
2019-08-28,0.0,10000.0
2019-08-29,0.0,10000.0
2019-08-30,0.0,10000.0
2019-09-03,0.0,10000.0
2019-09-04,0.0,10000.0
2019-09-05,0.0,10000.0
2019-09-06,0.0,10000.0
2019-09-09,0.0,10000.0
2019-09-10,0.0,10000.0
2019-09-11,0.0,10000.0
2019-09-12,0.0,10000.0
2019-09-13,0.0,10000.0
2019-09-16,0.0,10000.0
2019-09-17,0.0,10000.0
2019-09-18,0.0,10000.0
2019-09-19,0.0,10000.0
2019-09-20,0.0,10000.0
2019-09-23,0.0,10000.0
2019-09-24,0.0,10000.0
2019-09-25,0.0,10000.0
2019-09-26,0.0,10000.0
2019-09-27,0.0,10000.0
2019-09-30,0.0,10000.0
2019-10-01,0.0,10000.0
2019-10-02,0.0,10000.0
2019-10-03,0.0,10000.0
2019-10-04,0.0,10000.0
2019-10-07,0.0,10000.0
2019-10-08,0.0,10000.0
2019-10-09,0.0,10000.0
2019-10-10,0.0,10000.0
2019-10-11,0.0,10000.0
2019-10-14,0.0,10000.0
2019-10-15,0.0,10000.0
2019-10-16,0.0,10000.0
2019-10-17,0.0,10000.0
2019-10-18,0.0,10000.0
2019-10-21,0.0,10000.0
2019-10-22,0.0,10000.0
2019-10-23,0.0,10000.0
2019-10-24,0.0,10000.0
2019-10-25,0.0,10000.0
2019-10-28,0.0,10000.0
2019-10-29,0.0,10000.0
2019-10-30,0.0,10000.0
2019-10-31,0.0,10000.0
2019-11-01,0.0,10000.0
2019-11-04,0.0,10000.0
2019-11-05,0.0,10000.0
2019-11-06,0.0,10000.0
2019-11-07,0.0,10000.0
2019-11-08,0.0,10000.0
2019-11-11,0.0,10000.0
2019-11-12,0.0,10000.0
2019-11-13,0.0,10000.0
2019-11-14,0.0,10000.0
2019-11-15,0.0,10000.0
2019-11-18,0.0,10000.0
2019-11-19,0.0,10000.0
2019-11-20,0.0,10000.0
2019-11-21,0.0,10000.0
2019-11-22,0.0,10000.0
2019-11-25,0.0,10000.0
2019-11-26,0.0,10000.0
2019-11-27,0.0,10000.0
2019-11-29,0.0,10000.0
2019-12-02,0.0,10000.0
2019-12-03,0.0,10000.0
2019-12-04,0.0,10000.0
2019-12-05,0.0,10000.0
2019-12-06,0.0,10000.0
2019-12-09,0.0,10000.0
2019-12-10,0.0,10000.0
2019-12-11,0.0,10000.0
2019-12-12,0.0,10000.0
2019-12-13,0.0,10000.0
2019-12-16,0.0,10000.0
2019-12-17,0.0,10000.0
2019-12-18,0.0,10000.0
2019-12-19,0.0,10000.0
2019-12-20,0.0,10000.0
2019-12-23,0.0,10000.0
2019-12-24,0.0,10000.0
2019-12-26,0.0,10000.0
2019-12-27,0.0,10000.0
2019-12-30,0.0,10000.0
2019-12-31,0.0,10000.0
2020-01-02,0.0,10000.0
2020-01-03,-4.814000000008534e-05,9999.5186
2020-01-06,-0.00016591574173263623,9997.859522454512
2020-01-07,-2.5500694865843165e-05,9997.604570089517
2020-01-08,-0.0001838991769734788,9995.766018837372
2020-01-09,0.0002111210938005037,9997.876335892643
2020-01-10,-0.00012544909148581862,9996.622111389517
2020-01-13,0.0001729742073965923,9998.351269175877
2020-01-14,0.0007019067050899608,10005.369178971556
2020-01-15,-0.0002120683519880595,10003.24735681874
2020-01-16,-0.0003725934197691405,9999.520212677266
2020-01-17,2.711398416432864e-05,9999.791339509964
2020-01-21,-0.00030918808980595625,9996.699523127243
2020-01-22,5.9401401873326876e-05,9997.293341093024
2020-01-23,9.940909005812237e-05,9998.287162927105
2020-01-24,-7.045815768091934e-05,9997.58270203364
2020-01-27,0.0001759648105763567,9999.341924780025
2020-01-28,-2.0423418565229667e-06,9999.321502705474
2020-01-29,-0.00017146825089264794,9997.606936537291
2020-01-30,2.8473471582080023e-05,9997.891603114287
2020-01-31,0.00014955555631424033,9999.386843354961
2020-02-03,0.0004015275644262406,10003.40187279993
2020-02-04,-0.0004509140598845107,9998.89119824881
2020-02-05,-0.00021992760273126244,9996.692166077608
2020-02-06,-0.00011880845020939557,9995.504474574136
2020-02-07,0.00019247581264636437,9997.42836742069
2020-02-10,-0.00019584617022316841,9995.470409362852
2020-02-11,0.0005376205214184804,10000.844179376156
2020-02-12,5.6098332291254493e-05,10001.405210056124
2020-02-13,-7.014877734079494e-05,10000.703623708949
2020-02-14,-0.0005316203512732987,9995.387046135533
2020-02-18,-0.00022718564771950778,9993.11623765525
2020-02-19,0.0001809039952711533,9994.92403230785
2020-02-20,0.0011644063342917121,10006.562185161834
2020-02-21,-0.0007279998509344132,9999.27740938267
2020-02-24,-0.0005748211504978951,9993.52961323806
2020-02-25,0.0010872632319560704,10004.395210543998
2020-02-26,-0.0018305015166795169,9986.082149937636
2020-02-27,-0.0005872852318922206,9980.217471366515
2020-02-28,0.001682783461915749,9997.012016273653
2020-03-02,-0.0016991766292675514,9980.025327093093
2020-03-03,0.00046148050332184276,9984.630914204205
2020-03-04,-0.0009675611509765147,9974.970173224781
2020-03-05,-0.0034328966672658723,9940.727131361042
2020-03-06,-0.00040315185049155655,9936.719508822802
2020-03-09,-0.003388945250933806,9903.044510433516
2020-03-10,0.003210361353756408,9934.836861814341
2020-03-11,-0.0019142092443411585,9915.819505252435
2020-03-12,-0.00016702346102415166,9914.163330759777
2020-03-13,0.0008371051232769489,9922.46252767696
2020-03-16,-0.008236068398102314,9840.740447621405
2020-03-17,0.000957508028313514,9850.163035604552
2020-03-18,-0.001976208843136651,9830.697056307252
2020-03-19,0.0026271623334210847,9856.523893324855
2020-03-20,0.0008800065153489189,9865.197698569673
2020-03-23,0.0028998610735613273,9893.805401358743
2020-03-24,0.0037705421857303634,9931.110412001974
2020-03-25,8.859811315042876e-05,9931.990289645966
2020-03-26,0.0006784696636839005,9938.728843757493
2020-03-27,-0.00019412482695224664,9936.799489740573
2020-03-30,-0.0007617869350839968,9929.22976571274
2020-03-31,-0.0002846046342018793,9926.403860907363
2020-04-01,-0.002849479002712485,9898.118781533263
2020-04-02,-0.0010941074493797665,9887.289176039541
2020-04-03,4.0388721240791625e-06,9887.329109536178
2020-04-06,0.0044688658676153015,9931.514257115665
2020-04-07,0.0025265050034126713,9956.606277577732
2020-04-08,0.0024896305098158766,9981.394548340613
2020-04-09,-0.000415973124140101,9977.242556467065
2020-04-13,0.0003273674573309737,9980.50878099395
2020-04-14,-0.001513810981991881,9965.400177195415
2020-04-15,-0.001881476126581183,9946.650514670195
2020-04-16,-0.004424099973151963,9902.64553839529
2020-04-17,0.0014310068859140213,9916.8162923495
2020-04-20,0.0013113031807316933,9929.820245096389
2020-04-21,0.0020214201143646804,9949.892583471852
2020-04-22,0.0006543159581984259,9956.402956971579
2020-04-23,-6.995548670618579e-05,9955.706451956881
2020-04-24,-0.0002531289923786151,9953.18637401428
2020-04-27,-0.000617110710880886,9947.044156095482
2020-04-28,0.0010850978406173883,9957.837672229787
2020-04-29,0.0027995388512187525,9985.715025667325
2020-04-30,0.0009823226622756032,9995.524219836063
2020-05-01,8.623155557341278e-05,9996.38614943831
2020-05-04,-0.0002919212160754636,9993.467992237207
2020-05-05,-0.0006093705837826313,9987.378266812764
2020-05-06,0.0007125694689882334,9994.49496764093
2020-05-07,0.001516132165870765,10009.647942943006
2020-05-08,0.0006343820725338567,10015.997884150383
2020-05-11,-0.0015553990104854032,10000.419010952352
2020-05-12,-0.0027383712612412126,9973.03415093239
2020-05-13,-0.0019261860722796786,9953.824231452494
2020-05-14,0.0022869447473679028,9976.588077494838
2020-05-15,-0.0006000534295871329,9970.60159160336
2020-05-18,0.001517248682482819,9985.72947373178
2020-05-19,0.0015829701440515098,10001.536585355274
2020-05-20,0.001782788963085924,10019.367214393546
2020-05-21,9.41960798797048e-05,10020.310999508016
2020-05-22,0.00013815422611940242,10021.695347819628
2020-05-26,0.0011587152088632369,10033.307638637742
2020-05-27,0.0010312885366423608,10043.654873790074
2020-05-28,-0.0018572939749781359,10025.000854106223
2020-05-29,-0.0015119469816768927,10009.84358432355
2020-06-01,0.00044775133561469893,10014.325505157725
2020-06-02,0.0007048233482653821,10021.38383559089
2020-06-03,0.0028359121914580676,10049.803600185523
2020-06-04,0.0009446819056795341,10059.297467802251
2020-06-05,0.0026498063889559553,10085.952658500843
2020-06-08,-0.0013657850378284708,10072.177415267615
2020-06-09,-0.0010117260782971371,10061.987130711354
2020-06-10,0.0006209793002054376,10068.23541643846
2020-06-11,0.0002729796766449688,10070.983840086825
2020-06-12,0.0005045536064682832,10076.065191304024
2020-06-15,-0.0009450829742536637,10066.542473644253
2020-06-16,0.0015978224600083912,10082.62702130327
2020-06-17,-0.0009554925246361146,10072.99314655572
2020-06-18,-0.0004088694002355453,10068.874607889311
2020-06-19,-0.0011725502331979554,10057.06834661979
2020-06-22,0.0017787599633087847,10074.957457143017
2020-06-23,0.0006359762858687557,10081.364891166895
2020-06-24,0.0007055382199976368,10088.477679407355
2020-06-25,0.0006507037750405065,10095.042289917757
2020-06-26,0.0005186075813450319,10100.277655383308
2020-06-29,-0.0006262283060225471,10093.95257561682
2020-06-30,-0.0007945706222226567,10085.932217438127
2020-07-01,0.0013640927244042977,10099.69036419477
2020-07-02,0.0008110062426329723,10107.881276128792
2020-07-06,-0.0007538696140414469,10100.26125157238
2020-07-07,-0.0013203648644206645,10086.925221494334
2020-07-08,-0.00134954672014731,10073.312444645295
2020-07-09,-0.0011635080056369151,10061.592064972669
2020-07-10,-0.00011981209535216752,10060.386564544786
2020-07-13,0.001685451498490087,10077.342858155387
2020-07-14,-0.004165123778404389,10035.36947779375
2020-07-15,0.001767999154050015,10053.11200254107
2020-07-16,7.425697168428336e-05,10053.858516194381
2020-07-17,-0.00010460688875102431,10052.806813335059
2020-07-20,-0.0012852272095026374,10039.886672486688
2020-07-21,-7.831079670528318e-05,10039.100440962535
2020-07-22,-0.007158422470337156,9967.236318783976
2020-07-23,-0.000828136485062192,9958.982086733155
2020-07-24,0.0012291965969843943,9971.223633623596
2020-07-27,-0.003221820101636075,9939.098144882879
2020-07-28,0.0011585022885189922,9950.61261282954
2020-07-29,-0.0009010113224331429,9941.646998200235
2020-07-30,0.003927787669824712,9980.695676697515
2020-07-31,-0.00019182638255799134,9978.781115950442
2020-08-03,-0.0022158907515893445,9956.669227163473
2020-08-04,-0.0012304451895979174,9944.418091408492
2020-08-05,0.0037144556280539476,9981.356191155846
2020-08-06,-0.0008088086637771941,9973.283183792193
2020-08-07,0.00024019478325931765,9975.678714384909
2020-08-10,0.0005908574557762503,9981.572918529731
2020-08-11,0.004725243877126806,10028.73828484711
2020-08-12,-0.0036628090441788164,9992.00493155567
2020-08-13,-0.0018504485861563502,9973.515240157205
2020-08-14,0.0011053102421971772,9984.539068702861
2020-08-17,-0.00223763377259667,9962.19732687892
2020-08-18,-0.0027222867516689675,9935.077369078446
2020-08-19,-0.0013197816258789796,9921.96523651505
2020-08-20,-0.00016041563896240785,9920.373598121872
2020-08-21,-0.0025893137614808603,9894.686638245224
2020-08-24,-0.000602199406866899,9888.72806382054
2020-08-25,0.002264830107050031,9911.12435285991
2020-08-26,-0.005141846132666994,9860.162876435776
2020-08-27,0.0028687696526947803,9888.449412466322
2020-08-28,0.003127893568570572,9919.37942978671
2020-08-31,-0.001325931444451145,9906.227012691314
2020-09-01,0.0006573665692521935,9912.73903515688
2020-09-02,0.00034146855930949904,9916.123923874025
2020-09-03,0.0033060491974818973,9948.907117414681
2020-09-04,0.003135353732137025,9980.100460475953
2020-09-08,0.00041499499877661883,9984.242152254339
2020-09-09,-0.0025590924368713575,9958.691553674613
2020-09-10,0.003459074456473088,9993.139409247822
2020-09-11,-0.00124954503926189,9980.652531472344
2020-09-14,0.002828744653683879,10008.885248961024
2020-09-15,0.000966135547762148,10018.555188793516
2020-09-16,0.00011928091536184127,10019.75021122704
2020-09-17,0.0026531600174100056,10046.334211871903
2020-09-18,0.003279293478673395,10079.279090137468
2020-09-21,-0.002222778713528717,10056.875083128196
2020-09-22,-0.0007165515250381338,10049.668813950262
2020-09-23,0.0019978983223984947,10069.747030414313
2020-09-24,-0.000735783721784733,10062.337874466844
2020-09-25,0.000622414816053185,10068.600822644046
2020-09-28,-0.00034856548726081016,10065.091255892266
2020-09-29,0.0017591059015700239,10082.796817320348
2020-09-30,-0.0014544186282686722,10068.13220980419
2020-10-01,-0.0010656622241604907,10057.402981640347
2020-10-02,0.0006877725266019041,10064.320187100084
2020-10-05,0.001393535806291979,10078.345177646795
2020-10-06,0.0009738765546805084,10088.160241725283
2020-10-07,0.0003837318381822996,10092.031389998718
2020-10-08,-0.0013911261297989697,10077.99210142934
2020-10-09,0.0005067976320300982,10083.099603961962
2020-10-12,-0.000577922222537941,10077.27235662877
2020-10-13,-0.002472483871765241,10052.356463255619
2020-10-14,-0.0006279956351310512,10046.043627273913
2020-10-15,-0.0014344924257316816,10031.632653782019
2020-10-16,0.00030181619304814333,10034.660362959641
2020-10-19,0.00032834135501991213,10037.95515694038
2020-10-20,-0.0029320415296519853,10008.523455547445
2020-10-21,0.0038361867595655408,10046.918020710418
2020-10-22,0.003489653264761028,10081.978280982177
2020-10-23,-0.0005315875185705199,10076.618827165508
2020-10-26,-0.0015395341621980974,10061.105528241638
2020-10-27,0.000730659476076756,10068.456770335655
2020-10-28,-0.0034726129632135505,10033.492916835432
2020-10-29,-0.002409270218709181,10009.319521161271
2020-10-30,0.002705845392443562,10036.403192269101
2020-11-02,0.0028759897504317955,10065.267784981268
2020-11-03,0.002735972036426837,10092.806076180124
2020-11-04,-0.0014305256527580301,10078.368058179836
2020-11-05,-0.0053199660122394965,10024.75148265148
2020-11-06,-0.0016568535055384581,10008.141938015297
2020-11-09,0.014642812465035515,10154.68928353711
2020-11-10,0.0015721941153381547,10170.654426271774
2020-11-11,-0.004264448205722804,10127.282197252633
2020-11-12,0.0002633780985819012,10129.949501581546
2020-11-13,0.0010059169260323575,10140.139389245041
2020-11-16,-0.001982350115164233,10120.03808275899
2020-11-17,0.0012679528662529194,10132.869814052614
2020-11-18,-0.0016959205803085409,10115.685271597375
2020-11-19,0.0010811082070401046,10126.621421964333
2020-11-20,-0.00018890994123765825,10124.708402506574
2020-11-23,-0.001962764311338905,10104.835986191421
2020-11-24,-7.130436208824253e-05,10104.11546730742
2020-11-25,-0.0011430920689654567,10092.56553305283
2020-11-27,-0.0018047848528514043,10074.350623652366
2020-11-30,0.0016599872720737263,10091.073917462038
2020-12-01,-0.0012138059112407618,10078.825312290255
2020-12-02,0.0003742255690040164,10082.59706642764
2020-12-03,0.001967997412731348,10102.439591367982
2020-12-04,0.0005984557196139217,10108.485454123489
2020-12-07,-0.0014723617884013773,10093.602106402226
2020-12-08,8.771448171995821e-05,10094.487461479677
2020-12-09,0.0008000212016863184,10102.563265469018
2020-12-10,-0.0007883685657887884,10094.59872215663
2020-12-11,0.0006967474292565168,10101.63210786567
2020-12-14,-9.742466918138959e-05,10100.647959699369
2020-12-15,0.0006559211942078758,10107.273188771367
2020-12-16,-0.0018077317208584631,10089.001950416643
2020-12-17,-0.0023034795964370636,10065.762140275445
2020-12-18,-0.0016803868278788547,10048.847766162364
2020-12-21,-0.0016893732268195016,10031.871511785825
2020-12-22,-0.0020157267125207046,10011.650000402942
2020-12-23,0.0005127654654579761,10016.783628775402
2020-12-24,0.0009615212694846775,10026.414979286295
2020-12-28,0.001388930661929244,10040.340974480252
2020-12-29,-0.000628579614921243,10034.029820816835
2020-12-30,0.0006828584415348171,10040.881642782591
2020-12-31,0.0013770360953793137,10054.708299234135
2021-01-04,-0.0008705026916671077,10045.955648595724
2021-01-05,-0.0018682797267672857,10027.18699332145
2021-01-06,-0.001572992303376819,10011.414305356435
2021-01-07,-0.004403786440707602,9967.3261747862
2021-01-08,-0.0018880769309856937,9948.507096171976
2021-01-11,-0.0012940355968438233,9935.633373854076
2021-01-12,-0.0013813537377250773,9921.908749556436
2021-01-13,0.0011240788912043609,9933.061757742269
2021-01-14,-0.0004395062703900221,9928.69611481557
2021-01-15,0.0013776971889387646,9942.374851542778
2021-01-19,-0.0002907485588254932,9939.48412038339
2021-01-20,0.001433726836627791,9953.73462550902
2021-01-21,0.002204544935936026,9975.678080771337
2021-01-22,-0.00014620215913829782,9974.21961509706
2021-01-25,-0.0016690294401220385,9957.57234891722
2021-01-26,0.0011011801903340057,9968.537430331664
2021-01-27,0.0013577500080792504,9982.072212108234
2021-01-28,0.00033464374914005113,9985.41265017748
2021-01-29,0.0014268460278212824,9999.660296553544
2021-02-01,-0.0024018969570576143,9975.642142915642
2021-02-02,0.0018004293920008685,9993.602582233829
2021-02-03,-0.0030754654681554028,9962.8676025897
2021-02-04,-0.001067754854036429,9952.229702346913
2021-02-05,-0.000378419657618978,9948.463582990405
2021-02-08,-0.0006212571324176741,9942.283029032875
2021-02-09,-6.500262402120427e-05,9941.636754547226
2021-02-10,-0.0011121403364148241,9930.58025930251
2021-02-11,-0.0013743209864979233,9916.932454444048
2021-02-12,-0.00015466794049068255,9915.398622925333
2021-02-16,-0.00044208177873095167,9911.015205865284
2021-02-17,0.0003365087194653338,9914.35034890081
2021-02-18,0.003352882173863314,9947.591997451076
2021-02-19,0.00041163628041607225,9951.686787220004
2021-02-22,0.0004005166348888256,9955.672603323488
2021-02-23,0.00036423661886608727,9959.29882385106
2021-02-24,-0.0010747027733528647,9948.595537784418
2021-02-25,0.0007395834199694917,9955.953354096146
2021-02-26,0.000298047312548011,9958.920699237187
2021-03-01,0.00019739642726390727,9960.88655460262
2021-03-02,0.0007543753049243929,9968.400801434567
2021-03-03,0.0008902270660711142,9977.27494163345
2021-03-04,0.0009010304314067685,9986.264769978374
2021-03-05,0.0014793810970168408,10001.038261308884
2021-03-08,0.001198791403843158,10013.027420006047
2021-03-09,-0.0023397526960902137,9989.599412104062
2021-03-10,0.001083383922267478,10000.421983497028
2021-03-11,-0.0018306234097612561,9982.114976906547
2021-03-12,-0.0009354064499061954,9972.777642173443
2021-03-15,-0.0009994801361854488,9962.810049017497
2021-03-16,0.0014279878477954089,9977.036820697387
2021-03-17,-0.0009463072334197076,9967.595478585867
2021-03-18,-0.00037438583683635507,9963.86375201137
2021-03-19,-3.27416100743827e-05,9963.537519069567
2021-03-22,-3.552858833277828e-05,9963.183528646714
2021-03-23,0.0011696567033760985,9974.837033047961
2021-03-24,0.0004596202294471219,9979.421669933789
2021-03-25,0.00039203277910937473,9983.333930344957
2021-03-26,8.022607455893116e-05,9984.1348540372
2021-03-29,0.0011321583084444864,9995.43847526483
2021-03-30,-0.0008863441363933244,9986.579076981598
2021-03-31,-0.0004644652129118798,9981.940658404346
2021-04-01,4.3999491610380304e-05,9982.379858718601
2021-04-05,-2.8903739625940617e-05,9982.091330610318
2021-04-06,0.001945621407342557,10001.512701193202
2021-04-07,-0.00047033905563775846,9996.808599154374
2021-04-08,-0.00017579691471569792,9995.051191045639
2021-04-09,-0.0011317369073878814,9983.7394227215
2021-04-12,0.0008236199727020832,9991.962229912308
2021-04-13,-0.00029783349203171827,9988.986288909124
2021-04-14,-0.0008556668595276484,9980.439044381428
2021-04-15,5.3144289268391987e-05,9980.969447721029
2021-04-16,0.00029749808253476395,9983.938766993564
2021-04-19,-0.0013602233035280298,9970.358380821703
2021-04-20,0.00031113755286082956,9973.460533729458
2021-04-21,0.0008340765671455141,9981.779163453992
2021-04-22,-0.0016478128806211023,9965.331059176937
2021-04-23,-0.0007364337043391789,9957.992253510061
2021-04-26,0.00041269992035641856,9962.101916119995
2021-04-27,-0.0018136640000584459,9944.034010509815
2021-04-28,-0.0005377092566747343,9938.687011373675
2021-04-29,0.00026113539551086973,9941.282354337249
2021-04-30,0.0005742535239663393,9946.99117076197
2021-05-03,0.00046205905578622364,9951.587268110246
2021-05-04,-0.000495809260287805,9946.653178988156
2021-05-05,-0.0014467264151760695,9932.263093091518
2021-05-06,-0.0009057713372095932,9923.266733868171
2021-05-07,-0.000775770370427975,9915.568557558183
2021-05-10,-0.0007459447031982203,9908.172091713473
2021-05-11,0.0018854685535594218,9926.853638615654
2021-05-12,0.0015109955855121537,9941.853070641628
2021-05-13,-0.001110191558596152,9930.815709285798
2021-05-14,-0.0009872166156175144,9921.011843010956
2021-05-17,-0.0010098651720079621,9910.99295867962
2021-05-18,0.0013246068886640927,9924.121128226188
2021-05-19,-7.883182282641954e-05,9923.3387916677
2021-05-20,-0.00016597173448995584,9921.691797916515
2021-05-21,0.001228082852372303,9933.87645748006
2021-05-24,-0.0004669970457832351,9929.237366521242
2021-05-25,0.0017518262210687308,9946.631664895129
2021-05-26,0.0009723900392322182,9956.303670449985
2021-05-27,0.0014748403153486134,9970.987628495017
2021-05-28,-0.0005392736327196612,9965.610537774795
2021-06-01,-0.0003194674832930344,9962.426849256814
2021-06-02,0.00017245870448467926,9964.14495648476
2021-06-03,-0.0011890070181008738,9952.297518202126
2021-06-04,-0.0009293083173530503,9943.048765341688
2021-06-07,-0.00393956003394158,9903.877527810215
2021-06-08,-0.0016640106433146729,9887.397370193854
2021-06-09,-0.005703644370342986,9831.003171846003
2021-06-10,-0.005519541227503089,9776.740544531285
2021-06-11,0.002061393396201927,9796.894252926162
2021-06-14,-0.0003398188679356595,9793.565083411848
2021-06-15,-0.0001694871202339021,9791.905200269037
2021-06-16,0.000660175821272091,9798.369579326443
2021-06-17,0.0016099575301626867,9814.144538213997
2021-06-18,0.0017361922367054028,9831.183779771149
2021-06-21,-0.0010141480869526598,9821.213503548413
2021-06-22,0.0018313460634251655,9839.199544236195
2021-06-23,0.00044051177369053285,9843.533827479121
2021-06-24,0.0030140269945169162,9873.202504156583
2021-06-25,-0.0005831277436504356,9867.44516585773
2021-06-28,0.0002782028263406122,9870.190316991633
2021-06-29,-0.002120892164969468,9849.256707681569
2021-06-30,0.00023862414275566124,9851.606978120219
2021-07-01,-0.0012840770469831897,9838.956755723715
2021-07-02,-0.0005888054459967096,9833.163524403019
2021-07-06,-0.00022047922731727176,9830.995516107074
2021-07-07,-0.0033059829286044007,9798.494412759637
2021-07-08,-0.00034238318783486044,9795.139573006614
2021-07-09,0.0005306902629549359,9800.337758202293
2021-07-12,0.0012624894130595088,9812.710580866431
2021-07-13,-0.0015176920498202184,9797.817908030664
2021-07-14,-0.0014795085439097688,9783.32195272406
2021-07-15,0.0006255693280272645,9789.4420988639
2021-07-16,0.0007057251397999398,9796.350754257684
2021-07-19,0.0008085170895042459,9804.27127125728
2021-07-20,-0.000712569203254132,9797.285049489032
2021-07-21,0.0007662278435200953,9804.792002084854
